,ds,y,Open,High,Low,Adj Close,Volume,SMA_10,SMA_20,SMA_50,EMA_10,EMA_20,EMA_50,RSI,Bollinger_Upper,Bollinger_Lower,EMA_12,EMA_26,MACD,ATR,Stochastic_Oscillator,Williams_%R,CCI,OBV,ROC,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Lag_8,Lag_9,Lag_10,Lag_11,Lag_12,Lag_13,Lag_14,Lag_15,Momentum_10
49,2010-09-08,1.3733329772949219,1.3933329582214355,1.3933329582214355,1.3966670036315918,1.3773330450057983,0.002793475204824705,1.3217999935150146,1.2719999432563782,1.2765599584579468,1.3296615715637852,1.3052180338779755,1.2733653249649841,72.22223546774305,1.4016184914754002,1.1423813950373563,1.3225703991259263,1.297209851113049,0.02536054801287735,0.06038085903440203,76.40994792387845,-23.590052076121555,93.21952075120342,-0.12495499035683807,11.291168021150867,1.3666670322418213,1.3773330450057983,1.3539999723434448,1.3066669702529907,1.2886669635772705,1.307332992553711,1.2999999523162842,1.3066669702529907,1.237333059310913,1.2633329629898071,1.2666670083999634,1.2339999675750732,1.222000002861023,1.2400000095367432,1.2519999742507935,0.11000001430511475
50,2010-09-09,1.3793330192565918,1.380666971206665,1.380666971206665,1.4033329486846924,1.399999976158142,0.00423707216176178,1.3359999895095824,1.2814665913581849,1.2807599592208863,1.3386927438715683,1.3122766039140343,1.277520920819557,77.31485141629804,1.4135021986525236,1.1494309840638461,1.3313031099152597,1.3032930487533114,0.028010061161948263,0.05942850453513009,81.02536498676318,-18.974635013236814,84.53502225751284,-0.1207179181950763,8.89468266793707,1.3733329772949219,1.3666670322418213,1.3773330450057983,1.3539999723434448,1.3066669702529907,1.2886669635772705,1.307332992553711,1.2999999523162842,1.3066669702529907,1.237333059310913,1.2633329629898071,1.2666670083999634,1.2339999675750732,1.222000002861023,1.2400000095367432,0.1419999599456787
51,2010-09-10,1.3173329830169678,1.3446669578552246,1.3446669578552246,1.3953330516815186,1.3833329677581787,0.004408067701080066,1.3370665907859802,1.2893665909767151,1.276039958000183,1.3348091509889135,1.3127581638285992,1.279082178160632,62.327401773754275,1.4089538102532166,1.1697793717002136,1.3291538596232149,1.3043330438839527,0.024820815739262203,0.05819036279405866,3.703301433822312,-96.29669856617768,43.17906126538834,-0.12512598589615637,4.274409170751325,1.3793330192565918,1.3733329772949219,1.3666670322418213,1.3773330450057983,1.3539999723434448,1.3066669702529907,1.2886669635772705,1.307332992553711,1.2999999523162842,1.3066669702529907,1.237333059310913,1.2633329629898071,1.2666670083999634,1.2339999675750732,1.222000002861023,0.01066601276397705
52,2010-09-13,1.3666670322418213,1.3813329935073853,1.3813329935073853,1.3933329582214355,1.3926670551300049,0.003983867228540471,1.343733298778534,1.298833292722702,1.2763466382026671,1.3406014930348966,1.3178923417727155,1.2825168783206788,64.09776969603264,1.4108123345508077,1.1868542508945963,1.3349251169491545,1.308950376354906,0.025974740594248535,0.054666570254734585,58.51889135401834,-41.48110864598166,71.83321457444222,-0.1211421186676159,10.452640213374398,1.3173329830169678,1.3793330192565918,1.3733329772949219,1.3666670322418213,1.3773330450057983,1.3539999723434448,1.3066669702529907,1.2886669635772705,1.307332992553711,1.2999999523162842,1.3066669702529907,1.237333059310913,1.2633329629898071,1.2666670083999634,1.2339999675750732,0.06666707992553711
53,2010-09-14,1.3686670064926147,1.4079999923706055,1.4079999923706055,1.440000057220459,1.369333028793335,0.008816135402160134,1.3498667001724243,1.3063999950885772,1.2787733173370361,1.3457043136635725,1.3227280241269916,1.2858953147195782,64.90581532029404,1.4156086761664712,1.1971913140106831,1.3401161768789176,1.3133738304391807,0.02674234643973694,0.0565237147467477,55.63967394154019,-44.36032605845981,95.36878921545222,-0.11232598326545576,4.744899630211052,1.3666670322418213,1.3173329830169678,1.3793330192565918,1.3733329772949219,1.3666670322418213,1.3773330450057983,1.3539999723434448,1.3066669702529907,1.2886669635772705,1.307332992553711,1.2999999523162842,1.3066669702529907,1.237333059310913,1.2633329629898071,1.2666670083999634,0.06133401393890381
54,2010-09-15,1.3860000371932983,1.4653329849243164,1.4653329849243164,1.4666670560836792,1.3986669778823853,0.009307747577700209,1.359600007534027,1.3130999982357026,1.2853866577148438,1.3530308088507954,1.3287539301333064,1.2898209901107045,71.5668699574338,1.4246725374912443,1.2015274589801608,1.347175232311899,1.318753549458004,0.028421682853895014,0.05861892870494297,45.6623748608885,-54.3376251391115,121.13799770575771,-0.10301823568775555,6.6153913870368175,1.3686670064926147,1.3666670322418213,1.3173329830169678,1.3793330192565918,1.3733329772949219,1.3666670322418213,1.3773330450057983,1.3539999723434448,1.3066669702529907,1.2886669635772705,1.307332992553711,1.2999999523162842,1.3066669702529907,1.237333059310913,1.2633329629898071,0.09733307361602783
55,2010-09-16,1.3893330097198486,1.3960000276565552,1.3960000276565552,1.5440000295639038,1.476667046546936,0.04218986095103115,1.367866611480713,1.3205666482448577,1.2931999778747558,1.3596312090088052,1.3345233662844058,1.2937234222522396,64.83255297622995,1.4315269504355006,1.2096063460542148,1.3536610442208143,1.323981657625548,0.029679386595266255,0.061761787959507534,47.94523232334779,-52.05476767665221,111.76045158153477,-0.060828374736724394,6.27231299394968,1.3860000371932983,1.3686670064926147,1.3666670322418213,1.3173329830169678,1.3793330192565918,1.3733329772949219,1.3666670322418213,1.3773330450057983,1.3539999723434448,1.3066669702529907,1.2886669635772705,1.307332992553711,1.2999999523162842,1.3066669702529907,1.237333059310913,0.08266603946685791
56,2010-09-17,1.3200000524520874,1.348667025566101,1.348667025566101,1.4213329553604126,1.401332974433899,0.017757229083052863,1.364466619491577,1.325466650724411,1.2988399791717529,1.352425544180311,1.3331401935384708,1.2947538783385082,52.92972931440636,1.4262923294797043,1.2246409719691178,1.3484824301025486,1.3236867239089953,0.024795706193553313,0.0633807863507952,0.4569144232598509,-99.54308557674015,10.128486168350184,-0.07858560381977725,2.4314341688280727,1.3893330097198486,1.3860000371932983,1.3686670064926147,1.3666670322418213,1.3173329830169678,1.3793330192565918,1.3733329772949219,1.3666670322418213,1.3773330450057983,1.3539999723434448,1.3066669702529907,1.2886669635772705,1.307332992553711,1.2999999523162842,1.3066669702529907,-0.03399991989135742
57,2010-09-20,1.343999981880188,1.4040000438690186,1.4040000438690186,1.4233330488204956,1.378000020980835,0.01363031750912113,1.3611333131790162,1.3309666514396667,1.3036533188819885,1.3508936237621068,1.3341744590948248,1.2966850980852407,55.12112995351133,1.4223420635282975,1.239591239351036,1.347792822683724,1.3251914096846393,0.02260141299908458,0.0674760001046317,16.895219136843256,-83.10478086315675,41.19326741906991,-0.06495528631065611,2.857117572962675,1.3200000524520874,1.3893330097198486,1.3860000371932983,1.3686670064926147,1.3666670322418213,1.3173329830169678,1.3793330192565918,1.3733329772949219,1.3666670322418213,1.3773330450057983,1.3539999723434448,1.3066669702529907,1.2886669635772705,1.307332992553711,1.2999999523162842,-0.03333306312561035
58,2010-09-21,1.378000020980835,1.3846670389175415,1.3846670389175415,1.4366669654846191,1.3926670551300049,0.011139372873859549,1.3622666120529174,1.3365333020687102,1.3085466599464417,1.3558220596200572,1.3383483221315875,1.2998739185909503,61.96432129482509,1.4249318076039341,1.2481347965334864,1.3524400839602027,1.3291031586695425,0.023336925290660115,0.07323793002537318,-1.5499986138449169,-101.54999861384493,49.44493913349802,-0.053815913436796564,1.772529477666973,1.343999981880188,1.3200000524520874,1.3893330097198486,1.3860000371932983,1.3686670064926147,1.3666670322418213,1.3173329830169678,1.3793330192565918,1.3733329772949219,1.3666670322418213,1.3773330450057983,1.3539999723434448,1.3066669702529907,1.2886669635772705,1.307332992553711,0.011332988739013672
